Name,Description,Walk time,Location,Tags
"HACKNESS, R DERWENT","A tranquil stretch of the Derwent flowing through beautiful Hackness, with a riverside footpath and narrow paths down to the river. Look out for kingfishers which nest here. From Hackness, head S on Storr Ln, then turn L on to Mowthorp Rd for 800m. Before Everley, take R turn, crossing bridge to parking on L at Wrench Green. Cross road to follow riverside footpath.",2 mins,"54.2957, -0.5137","[""Long swim possible"", ""Walk in"", ""Picnic spot"", ""Nature / wild flowers""]"
NORTH YORKSHIRE WATER PARK,"The largest natural water sports lake in North Yorkshire, with weekly open-water swimming sessions. Café and gravel and grass camping pitches, plus inflatables. Long Causeway Rd, Wykeham, Lakes YO13 9QU, 01723865052.",1 mins,"54.2258, -0.4851","[""Entry fee"", ""Long swim possible"", ""Good for SUPs"", ""Kids / paddling"", ""Popular / busy""]"
OULSTON RESERVOIR,"A secluded fresh water lake, this is the source of the River Foss which rises in nearby Foss Crooks Woods. From Yearsley village, take North Moor Ln, then turn L, signposted 'Oulston', for 1.5km. Park in layby on L at 54.1663, -1.1307. Walk up road to footpath sign on L. Follow track towards Pond Head Farm and turn R through kissing gate. Follow footpath beside the field then into woods. Reservoir is just off path on L. Technically no swimming but locals do.",20 mins,"54.1616, -1.1354","[""Long swim possible""]"
GILLING LAKES,"The largest of three lakes, 'lower fish pond' has several wooden jetties stretching out into the water around the perimeter of the lake. Can be affected by blue green algae. From Gilling East, follow the road (Pottergate) past the Fairfax Arms as it becomes a narrower lane. Continue to the end for limited parking or park in the car park on the L by the cottages and walk to reach the footpath. Follow the footpath into the woods to the lake just ahead. For the other two lakes, follow the lakeside footpath on the L.",5 mins,"54.1816, -1.0969","[""Long swim possible"", ""Picnic spot""]"
"NUNNINGTON, R RYE","As the Rye snakes through Nunnington, it creates a plethora of small pools and beaches with a deep pool by the old railway bridge (54.2123, -1.0069). From Helmsley, follow the A170 towards Thirsk for 800m, then turn L on to the B1257 for 6.5km. Turn L after Birch Farm on to Lack Ln for 800m. Verge/roadside parking with care. Walk past East Newton Hall to riverside footpath. Either cross ford or turn L to footbridge to cross over, then double back downstream to swim spots.",20 mins,"54.2123, -1.0069","[""Long swim possible"", ""Kids / paddling"", ""Picnic spot""]"
"WEST TANFIELD, R URE","A wide expanse of river above a weir and next to the village meadows. You will need to wade upstream for deeper water. Cross the bridge S out of the village (HG4 5JQ) and take the footpath on L downstream 800m to the weir. Also accessible directly from the lane opposite, which leads to Thornborough henge. Deeper pools can be found beneath the bridge in front of the Bull Inn (54.2032, -1.5876).",10 mins,"54.2038, -1.5789","[""Long swim possible"", ""Church / chapel""]"
"RIPON, R URE","The scenic River Skell descends for 20km through the wild, remote moorland of Dallowgill Moor intersecting the National Trust’s Fountains Abbey and Studley Royal to its confluence with the River Ure here. It is a fast flowing stretch of river so check your exit points before entering the water. Follow Low St Agnesgate at back of cathedral then L down Low Mill Rd and cross footbridge by ford. Follow river down Fisher Green for 800m to confluence. 20 mins",5 mins,"54.1329, -1.5027","[""Kids / paddling""]"
"NEWBY HALL, R URE","Wide expanse of river swimming opposite the stately home. 1.5km E of Bishop Monkton, past HG3 3RQ, find footpath on L, leading to river. Stock up between them at Lister’s Farm Shop for Newby Hall.",5 mins,"54.1004, -1.4792","[""Long swim possible""]"
"ALDWARK TOLL BRIDGE, R URE","Popular local swim spot beneath the old toll bridge on a tranquil stretch of the River Ure before it feeds into the Ouse further downstream. Jetty is to L of bridge. A toll keeper still collects a small fee for crossing the bridge. Follow the road S out of Aldwark for 800m, then turn R at T-junction to cross bridge. Toll at end (coins). Turn immediately R after bridge to car park by river. Upstream 5km, a short walk from Myton-on-Swale, over the grand iron bridge, is another good pool at 54.0892, -1.3447 where the Ure and Swale meet (YO61 2QY).",1 mins,"54.0534, -1.2887","[""Long swim possible"", ""Good for SUPs"", ""Picnic spot"", ""Walk in""]"
"BENINGBROUGH, R OUSE","A river beach at the confluence of the rivers Nidd and Ouse, popular with families in the summer. Deep enough for swimming with a tree swing for jumping into the water. Avoid swimming too close to the riversmeet as there are sometimes strong currents and turbulent eddies. From Beningbrough, head N for 800m, then turn L at T-junction to parking by gates in small parking area (54.0207, -1.2012). Follow riverside footpath through woods to river.",10 mins,"54.0149, -1.2182","[""Long swim possible"", ""Good for SUPs"", ""Jump or rope swing"", ""Picnic spot"", ""Kids / paddling""]"
"NETHER POPPLETON, R OUSE","Easy sloped access to the Ouse from a sandy beach reached via a stroll past a 16th-century tythe barn and through a moated field. Follow the York ring road (A1237) anti-clockwise and take the R turn for Nether Poppleton on to Millfield Ln, then R turn on to Church Ln (2km) to parking at end by tythe barn. Follow footpath through moated field under Skelton Bridge then along riverbank to beach.",20 mins,"53.9908, -1.1347","[""Long swim possible"", ""Picnic spot""]"
"CHALONER POND, HAXBY, YORK","Tranquil wild swimming pond set on a working family farm. Occasional saunas, yoga and pilates sessions. chalonerpond. co.uk, 07773 771373.",2 mins,"54.0331, -1.0773","[""Entry fee""]"
"HOWSHAM MILL, R DERWENT","Tiny island housing a Georgian Gothic watermill with a deep stretch of river above the weir. More suitable for experienced swimmers as entry from the river bank is steep. The island is occasionally closed for educational events so check Howsham Mill website. Follow the A64 E from York for 14km. Take R turn just before petrol station, signposted 'Harton'. Follow road for 1.5km, then turn R out of village. Continue straight for 1.5km. Parking on R just over bridge. Walk under bridge with river on L. Cross footbridge to island. Continue past the mill and weir to a tree and rope swing and metal ladder to access the water (may be submerged if water level is high).",10 mins,"54.0558, -0.8865","[""Long swim possible"", ""Good for SUPs"", ""Picnic spot""]"
"KIRKHAM ABBEY, R DERWENT","A languid stretch of the river as it meanders through the Derwent Valley past the romantic ruins of Kirkham Priory. Grassy banks with a steep entry to the water, using gnarled tree roots as handles and footholds. Travelling E from York on the A64, after the R turn for Barton, continue uphill and filter R, signposted 'Kirkham', on to Onhams Ln. Cross railway crossing to parking over bridge by abbey (YO60 7JS). Return over bridge to gate on L to access riverbank.",5 mins,"54.0827, -0.8801","[""Long swim possible"", ""Good for SUPs"", ""Jump or rope swing"", ""Picnic spot""]"
"POOL BRIDGE FARM, YORK","Family-run wild swimming venue with four unique lakes set in an idyllic location brimming with wildlife. Wood-clad lake-side saunas and campsite. Wheldrake Ln, YO19 4SQ, 07928 359 420, poolbridge.co.uk",2 mins,"53.9097, -1.0254","[""Entry fee"", ""Long swim possible"", ""Picnic spot""]"
"WHELDRAKE, R DERWENT","The river weaves through the seasonally flooded hay meadows of the wildlife-rich Lower Derwent Valley here and this tiny beach offers easy access into the water. From Wheldrake, head E on Main St, then continue on to Church Ln for just over 3km to a L turn on to Ferry Ln and parking at end. Follow footpath beside river to small beach.",5 mins,"53.8758, -0.9396","[""Long swim possible"", ""Picnic spot""]"
"SUTTON BRIDGE, R DERWENT","Just below the weir and lock, this grassfringed stretch of the Derwent offers an easy entry point and a secluded basin for swimming. From Elvington, follow the B1228 for 300m to parking in Riverside Gardens on L. Cross road and follow footpath through snicket to churchyard. Then find metal gate on L to riverside path and river.",5 mins,"53.9179, -0.9303","[""Long swim possible"", ""Good for SUPs"", ""Picnic spot""]"
ALLERTHORPE LAKELAND PARK,"Shallow man-made lake which warms up quickly in summer. On-site café, camping, inflatables and swimming sessions. Melbourne Road, Pocklington, YO42 4RL, 01759 301 444.",1 mins,"53.9037, -0.8145","[""Entry fee"", ""Long swim possible"", ""Good for SUPs"", ""Picnic spot"", ""Walk in"", ""Popular / busy""]"
"KNARESBOROUGH LIDO, R NIDD","A wide, shallow basin, tucked between two weirs, flanked on one side by a small gorge and a caravan park on the other. This is a popular spot with local swim groups. Toilets and refreshments from the Watermill Cafe. Limited parking in Wetherby Rd (HG5 8LL) then walk through the caravan site or access the riverside from Wetherby Rd at the Watermill Cafe sign. Alternatively, park in Conyngham Hall car park for easy parking and access to the river at the far end of the car park (HG5 9AY).",5 mins,"53.9983, -1.4512","[""Food / facilities""]"
"CAROLINE'S AT ST AIDAN'S, LEEDS","Once an open cast coal mine, this popular wild swimming lake is now managed by the RSPB. With good parking and relatively easy entry into the water from a grassy shoreline, this is a much-loved swim spot that teems with birdlife. Stick to the designated entry point to avoid disturbing wildlife and eroding the banks. 14.5km SE of Leeds. Park in RSPB reserve (LS26 8AL) during opening hours (fee, free to members). Alternatively, there is a lay-by near the start of Wood Ln (53.7579, -1.3918). 5 mins",2 mins,"53.7501, -1.3956","[""Entry fee""]"
"WETHERBY, R WHARFE","Small pebbly beach offering entry into the water for an upstream swim at a meander of the river. Park in Wetherby Leisure Centre car park, Lodge Lane (LS22 5FN) then follow the riverside path 500m upstream, passing sports fields on the L. Look out for a bench where you will find a small, pebbly beach to access the river.",10 mins,"53.9276, -1.3905","[""Kids / paddling""]"
"BOSTON SPA, R WHARFE","Beautiful, wide tree-fringed section of the River Wharfe as it winds through the former 18th century spa town. Park in the car park next to the church (LS23 6DR). Head to the bottom of the car park, cross the field and go through a gap in the hedge then turn R onto path. Turn L to the river and walk upstream past the weir. Access by the metal railings or continue to Jackdaw Crag, a limestone outcrop hanging above the river (53.9125, -1.3577). Be aware that the riverbed shelves quickly and deeply here.",5 mins,"53.9081, -1.3487",[]
WELTON WATERS ADVENTURE CENTRE £,"Water adventure centre situated next to a peaceful stretch of the River Humber, offering open-water swimming in the sheltered lagoons. Onsite café. https:// www.wwac.org.uk, 01482 668277.",2 mins,"53.7149, -0.5489","[""Entry fee"", ""Popular / busy"", ""Kids / paddling""]"
"BASWICK LANDING, RIVER HULL","Peaceful stretch of the chalk-fed River Hull with a river beach for a wild swim just upstream of the nature reserve at Tophill Low. Can be weedy in high summer. From Brandesburton, follow Mill Ln for 5km, crossing bridge at Burshill to car park with honesty box.",2 mins,"53.9131, -0.3665","[""Good for SUPs"", ""Long swim possible"", ""Picnic spot"", ""Kids / paddling""]"
"TICKTON, R HULL","Small beach on a tranquil stretch of the River Hull just downstream of Pulfin Bog Nature Reserve. From Beverley, follow the A1035 for 2km. After crossing the road bridge over the River Hull, take R for Tickton, then immediately R again on to Weel Rd and verge parking.",5 mins,"53.8615, -0.397","[""Good for SUPs"", ""Long swim possible"", ""Picnic spot"", ""Walk in"", ""Birdlife"", ""Private land, be discreet"", ""Secluded, remote""]"
